videoId,parentId,commentId,textDisplay,Label
0Yw9y1GPGBU,UgwtsUXqd2rV4XP5SmJ4AaABAg,UgwtsUXqd2rV4XP5SmJ4AaABAg.9j4h-4KDODK9j4nAL7b_qI,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzTo_FbKoyCXmErJQ54AaABAg,UgzTo_FbKoyCXmErJQ54AaABAg.9j4gkbETyWd9j4rnZKuX1u,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,UgzTo_FbKoyCXmErJQ54AaABAg,UgzTo_FbKoyCXmErJQ54AaABAg.9j4gkbETyWd9j4q2a7lSB8,"Mereka pesanan, begitu kata pak Mahfud MD",Negatif
0Yw9y1GPGBU,UgzTo_FbKoyCXmErJQ54AaABAg,UgzTo_FbKoyCXmErJQ54AaABAg.9j4gkbETyWd9j4oo3rCE1n,Setuju. Harus ada audit,Negatif
0Yw9y1GPGBU,UgwMH0koaoZCoyMdjI94AaABAg,UgwMH0koaoZCoyMdjI94AaABAg.9j4ge8MxBpX9j4nBIQLvz2,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzMXqWu-5LG4PBK41h4AaABAg,UgzMXqWu-5LG4PBK41h4AaABAg.9j4gdc-fY4J9j4rWMrrSXW,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgzMXqWu-5LG4PBK41h4AaABAg,UgzMXqWu-5LG4PBK41h4AaABAg.9j4gdc-fY4J9j4qmw68BUC,@Abdul Muid kyk esemka jg 😂,Negatif
0Yw9y1GPGBU,UgzMXqWu-5LG4PBK41h4AaABAg,UgzMXqWu-5LG4PBK41h4AaABAg.9j4gdc-fY4J9j4qhtl0Aqd,@More Miracle unggul di lembaga survey dan tiktok,Negatif
0Yw9y1GPGBU,UgzMXqWu-5LG4PBK41h4AaABAg,UgzMXqWu-5LG4PBK41h4AaABAg.9j4gdc-fY4J9j4oa5V0RaG,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzMXqWu-5LG4PBK41h4AaABAg,UgzMXqWu-5LG4PBK41h4AaABAg.9j4gdc-fY4J9j4mdkt4NUp,Ghoib .....,Negatif
0Yw9y1GPGBU,Ugwdo24DZyQmmStgeLp4AaABAg,Ugwdo24DZyQmmStgeLp4AaABAg.9j4g705393o9j4nC-csF2A,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgwnPUGgJaj3DAJVYNd4AaABAg,UgwnPUGgJaj3DAJVYNd4AaABAg.9j4g41dZ9WR9j4nCjrhNmz,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgwMXuupIAoT0BBmvkN4AaABAg,UgwMXuupIAoT0BBmvkN4AaABAg.9j4g-nyu2589j4nDTOC_pl,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgxlGLbvl9dNzCYtIEp4AaABAg,UgxlGLbvl9dNzCYtIEp4AaABAg.9j4fo2Ycu7z9j4nE8PVm2B,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzWQBQdASkHIsD5au94AaABAg,UgzWQBQdASkHIsD5au94AaABAg.9j4fnW1CYpU9j509043FSB,Ganjar Pranowo still in the TOP ☝,Positif
0Yw9y1GPGBU,UgzWQBQdASkHIsD5au94AaABAg,UgzWQBQdASkHIsD5au94AaABAg.9j4fnW1CYpU9j4l1ahqNbt,Lembaga survei itu pakai biayaya nggak ya?,Negatif
0Yw9y1GPGBU,Ugzyq9dYIjGKTrVSWLd4AaABAg,Ugzyq9dYIjGKTrVSWLd4AaABAg.9j4fdh_E-R29j6J2uY9Btv,<b>yg datang di kasi uang siapa yg nolak ?</b>,Negatif
0Yw9y1GPGBU,Ugzyq9dYIjGKTrVSWLd4AaABAg,Ugzyq9dYIjGKTrVSWLd4AaABAg.9j4fdh_E-R29j4nFeNXUdq,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgwZIafZ4Rrr9L8kmEJ4AaABAg,UgwZIafZ4Rrr9L8kmEJ4AaABAg.9j4f_kVN5QP9j4pY2biyMd,Ganjar untuk Indonesia,Positif
0Yw9y1GPGBU,UgwZIafZ4Rrr9L8kmEJ4AaABAg,UgwZIafZ4Rrr9L8kmEJ4AaABAg.9j4f_kVN5QP9j4nGKBb09_,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgwZIafZ4Rrr9L8kmEJ4AaABAg,UgwZIafZ4Rrr9L8kmEJ4AaABAg.9j4f_kVN5QP9j4mt87y6JM,Cerdas.....,Positif
0Yw9y1GPGBU,,UgzuQM1LnMFfGY0r7GF4AaABAg,Politik pencitraan NO,Negatif
0Yw9y1GPGBU,UgxxIRaChX9wYWOigwN4AaABAg,UgxxIRaChX9wYWOigwN4AaABAg.9j4fI4SRhFd9j5Ff6pZ0Mw,@Jakarta2000 apakah🇮🇩hrs presiden penyuka bokEp🤮🤮,Negatif
0Yw9y1GPGBU,UgxxIRaChX9wYWOigwN4AaABAg,UgxxIRaChX9wYWOigwN4AaABAg.9j4fI4SRhFd9j4rpkTFe7s,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,Ugz3xVFWduHNAB1tvcp4AaABAg,Ugz3xVFWduHNAB1tvcp4AaABAg.9j4fH8kMMYj9j4nHmxw67A,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgzeoiZyZqdJ3GVP0Kl4AaABAg,Survey tergantung yang p….,Negatif
0Yw9y1GPGBU,UgzNaluloNBMOWsJPop4AaABAg,UgzNaluloNBMOWsJPop4AaABAg.9j4exKaSq0c9j4nIf9DdXm,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugzg2EEimI3wvaZXiNV4AaABAg,Ugzg2EEimI3wvaZXiNV4AaABAg.9j4ewMI0J6R9j5WzSyV_NE,Itu baru survey,Positif
0Yw9y1GPGBU,UgyKVKpk0di0l1EkwnZ4AaABAg,UgyKVKpk0di0l1EkwnZ4AaABAg.9j4ewFo-1Sx9j4nJmUNCMc,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugw1hb-gtN0EuB-518J4AaABAg,Ugw1hb-gtN0EuB-518J4AaABAg.9j4eso7UEho9j4sqAW6mqL,Ganjar untuk Indonesia<br>RI 1 pastinya,Positif
0Yw9y1GPGBU,Ugw1hb-gtN0EuB-518J4AaABAg,Ugw1hb-gtN0EuB-518J4AaABAg.9j4eso7UEho9j4sNaBJr0W,@Jakarta2000 iya cukup jadi gubernur jateng aja... Jateng aja masih gitu masa mau bikin rusak 1 negara 😂,Negatif
0Yw9y1GPGBU,Ugw1hb-gtN0EuB-518J4AaABAg,Ugw1hb-gtN0EuB-518J4AaABAg.9j4eso7UEho9j4rrorxxIa,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,Ugw1hb-gtN0EuB-518J4AaABAg,Ugw1hb-gtN0EuB-518J4AaABAg.9j4eso7UEho9j4nKIyqWhS,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzdhwtxMT8cfaQXZOh4AaABAg,UgzdhwtxMT8cfaQXZOh4AaABAg.9j4epM70CdX9j6_LGJUCdf,Kadrun Kejang kejang,Negatif
0Yw9y1GPGBU,UgzdhwtxMT8cfaQXZOh4AaABAg,UgzdhwtxMT8cfaQXZOh4AaABAg.9j4epM70CdX9j57Ce4nM5E,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzdhwtxMT8cfaQXZOh4AaABAg,UgzdhwtxMT8cfaQXZOh4AaABAg.9j4epM70CdX9j53egvJ1Z8,"Kadrun tdk akan kelojotan dgn survey cebong pesanan,yg survey cebong ,yg di survey cebong 🤣🤣🤣🤣🤣tentu tetep Ganjar Pranowo yg tinggi elektabilitas nya walaupun tidak ada prestasi",Negatif
0Yw9y1GPGBU,UgzdhwtxMT8cfaQXZOh4AaABAg,UgzdhwtxMT8cfaQXZOh4AaABAg.9j4epM70CdX9j4nL4Z0xV5,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzdhwtxMT8cfaQXZOh4AaABAg,UgzdhwtxMT8cfaQXZOh4AaABAg.9j4epM70CdX9j4kdovtOiB,Cebong ketawa.padahal gak mikir survei itu biayanya dari mana?,Negatif
0Yw9y1GPGBU,UgzIB7v919neaQ7SIRB4AaABAg,UgzIB7v919neaQ7SIRB4AaABAg.9j4enmQz40t9j57H9GwG7N,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzIB7v919neaQ7SIRB4AaABAg,UgzIB7v919neaQ7SIRB4AaABAg.9j4enmQz40t9j5-oUyH1sl,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgzIB7v919neaQ7SIRB4AaABAg,UgzIB7v919neaQ7SIRB4AaABAg.9j4enmQz40t9j4vLZCZImy,@Dedi Aprianto survei ga jelas....udah kelihatan pendukung dan pecinta anis membludak,Negatif
0Yw9y1GPGBU,UgzIB7v919neaQ7SIRB4AaABAg,UgzIB7v919neaQ7SIRB4AaABAg.9j4enmQz40t9j4nLx3Ny46,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgzIB7v919neaQ7SIRB4AaABAg,UgzIB7v919neaQ7SIRB4AaABAg.9j4enmQz40t9j4lJY5QPc1,"mana bisa dia mau pertanggung jawabkan omongannya si Yunarto, dia bukan muslim broo!",Negatif
0Yw9y1GPGBU,UgxSRWTr-_0j_V05Xjh4AaABAg,UgxSRWTr-_0j_V05Xjh4AaABAg.9j4en-_hytc9j4nNCLGNx6,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgxVDQaoIXsN5HG88pB4AaABAg,ganjar dengan Prabowo ok<br>prabowo dengan ganjar ok<br>sangat memenuhi syarat tuh...!!.,Positif
0Yw9y1GPGBU,UgyShO2ypZZFRNLjhZ94AaABAg,UgyShO2ypZZFRNLjhZ94AaABAg.9j4ef-jNQ_n9j4nSAFS85h,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgxNBPUCroKpXD1E42d4AaABAg,UgxNBPUCroKpXD1E42d4AaABAg.9j4eWZ9Xhhg9j6SjTbJ56T,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgxNBPUCroKpXD1E42d4AaABAg,UgxNBPUCroKpXD1E42d4AaABAg.9j4eWZ9Xhhg9j5fSl8yd0Z,@‏‏‎ ‎ coba survey di daerah Wadas...,Negatif
0Yw9y1GPGBU,UgxNBPUCroKpXD1E42d4AaABAg,UgxNBPUCroKpXD1E42d4AaABAg.9j4eWZ9Xhhg9j4nTDvomWC,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,Ugz2d3307Bxhj_rojDl4AaABAg,Ugz2d3307Bxhj_rojDl4AaABAg.9j4e0nTPj8U9j6RrNkGc4j,Ganjar Pranowo still in the TOP ☝,Positif
0Yw9y1GPGBU,Ugz2d3307Bxhj_rojDl4AaABAg,Ugz2d3307Bxhj_rojDl4AaABAg.9j4e0nTPj8U9j5K8BkEEhc,@Jakarta2000 bkn nya ahok yg bgitu,Negatif
0Yw9y1GPGBU,Ugz2d3307Bxhj_rojDl4AaABAg,Ugz2d3307Bxhj_rojDl4AaABAg.9j4e0nTPj8U9j55o0EPRxZ,Jangan lagi terjadi agama dijadikan alat politik,Negatif
0Yw9y1GPGBU,Ugz2d3307Bxhj_rojDl4AaABAg,Ugz2d3307Bxhj_rojDl4AaABAg.9j4e0nTPj8U9j51gKJTcOf,@Jakarta2000 si ngahox kah? Udh ga laku si ngahox,Negatif
0Yw9y1GPGBU,Ugz2d3307Bxhj_rojDl4AaABAg,Ugz2d3307Bxhj_rojDl4AaABAg.9j4e0nTPj8U9j5-qXxjOmz,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgxoBqy_4iGNMrmcwEN4AaABAg,UgxoBqy_4iGNMrmcwEN4AaABAg.9j4dul_B5He9j4nVPmi6UO,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgzQjMAonX6ppvb351B4AaABAg,UgzQjMAonX6ppvb351B4AaABAg.9j4dlIRbCh49j4ogBfqmPz,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzufCMtyhmQNBqJRNl4AaABAg,UgzufCMtyhmQNBqJRNl4AaABAg.9j4depRqFWZ9j4nWutXtsY,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgxwxNaCLFyilAU3GbR4AaABAg,UgxwxNaCLFyilAU3GbR4AaABAg.9j4dal8bhV39j4escecz31,BUZZER TERiAK BUZZER HADEUH.<br>DAH NGK ANEH KALAU PENDUKUNG C ABUD,Negatif
0Yw9y1GPGBU,UgzsPFsXHQyd6-Jw_PJ4AaABAg,UgzsPFsXHQyd6-Jw_PJ4AaABAg.9j4d_GnANQS9j4nYhLDhCs,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgzNNcRvkemBS2EnjI54AaABAg,UgzNNcRvkemBS2EnjI54AaABAg.9j4dO0lRscx9j4oHFJamEB,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzNNcRvkemBS2EnjI54AaABAg,UgzNNcRvkemBS2EnjI54AaABAg.9j4dO0lRscx9j4o7Ia0wui,"@‏‏‎ ‎ suka nonton film apa ya ?, Yg menilai, psti sama suka nonton film itu tuh 🤭",Negatif
0Yw9y1GPGBU,Ugw7n9TwkLsfJpyhVBV4AaABAg,Ugw7n9TwkLsfJpyhVBV4AaABAg.9j4dBT0-61_9j4pSuPQVBF,Ganjar untuk Indonesia,Positif
0Yw9y1GPGBU,Ugw7n9TwkLsfJpyhVBV4AaABAg,Ugw7n9TwkLsfJpyhVBV4AaABAg.9j4dBT0-61_9j4ilK5e8-c,Betullll,Positif
0Yw9y1GPGBU,Ugw7n9TwkLsfJpyhVBV4AaABAg,Ugw7n9TwkLsfJpyhVBV4AaABAg.9j4dBT0-61_9j4gpvaWBCt,Moga aja rakyat tdk bodoh lg agar terpilih nya pemimpin yg cerdas bukan pemimpin yg planga plongo,Negatif
0Yw9y1GPGBU,Ugw7n9TwkLsfJpyhVBV4AaABAg,Ugw7n9TwkLsfJpyhVBV4AaABAg.9j4dBT0-61_9j4e-cZsQ7o,kayanya anda termasuk salah satu rakyat yg bodoh itu deh yang suka bikin fitnah..haha,Negatif
0Yw9y1GPGBU,UgxFQ_kJcy4oZYkfQvZ4AaABAg,UgxFQ_kJcy4oZYkfQvZ4AaABAg.9j4d5YZgAlv9j4ruWFP_k-,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,UgxFQ_kJcy4oZYkfQvZ4AaABAg,UgxFQ_kJcy4oZYkfQvZ4AaABAg.9j4d5YZgAlv9j4pd9UrPJJ,@‏‏‎ ‎ itu omong kosong kami tidak percaya apa prestasi ganjar buktinya ganjar selama jadi gubernur jateng provinsi termiskin dan ganjar cuma rajin main tiktokan dan ketahuan nonton bokep.,Negatif
0Yw9y1GPGBU,UgxFQ_kJcy4oZYkfQvZ4AaABAg,UgxFQ_kJcy4oZYkfQvZ4AaABAg.9j4d5YZgAlv9j4pboGP1jj,@‏‏‎ ‎ itu omong kosong kami tidak percaya apa prestasi ganjar buktinya ganjar selama jadi gubernur jateng provinsi termiskin dan ganjar cuma rajin main tiktokan dan ketahuan nonton bokep.,Negatif
0Yw9y1GPGBU,UgxFQ_kJcy4oZYkfQvZ4AaABAg,UgxFQ_kJcy4oZYkfQvZ4AaABAg.9j4d5YZgAlv9j4naj5nBRZ,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,,UgxxaNRmfiXCkSulfEh4AaABAg,Raja jawa,Negatif
0Yw9y1GPGBU,UgzxfZYNGticDarKdHl4AaABAg,UgzxfZYNGticDarKdHl4AaABAg.9j4cnUnnPZe9j75bFTaNJh,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,UgzxfZYNGticDarKdHl4AaABAg,UgzxfZYNGticDarKdHl4AaABAg.9j4cnUnnPZe9j4nbLHETPU,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgzxfZYNGticDarKdHl4AaABAg,UgzxfZYNGticDarKdHl4AaABAg.9j4cnUnnPZe9j4hUglNrVS,Presiden petugas partai maka penerusnya ya capres petugas partai juga....cocok  markocok lah....<br>Tapi...apakah Indonesia gak bosan ya dipimpin oleh seorang petugas partai selama 10 tahun ?<br>Mau nambah lagi ????,Negatif
0Yw9y1GPGBU,UgzxfZYNGticDarKdHl4AaABAg,UgzxfZYNGticDarKdHl4AaABAg.9j4cnUnnPZe9j4dR63MG0S,lesti pasti lansung adus klu liat comen ini😂😂😂,Negatif
0Yw9y1GPGBU,UgzYkRKkSTpYy8RJltV4AaABAg,UgzYkRKkSTpYy8RJltV4AaABAg.9j4cmyy8Y4L9j75qO-Sn-V,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,UgzYkRKkSTpYy8RJltV4AaABAg,UgzYkRKkSTpYy8RJltV4AaABAg.9j4cmyy8Y4L9j5XDe_kF4U,Plok,Negatif
0Yw9y1GPGBU,UgzYkRKkSTpYy8RJltV4AaABAg,UgzYkRKkSTpYy8RJltV4AaABAg.9j4cmyy8Y4L9j4msMhHHwR,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugx0ePLzKE6yxNCm1R54AaABAg,Ugx0ePLzKE6yxNCm1R54AaABAg.9j4cmgXnCWK9j4ncDhkzYi,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,UgyNJhhLZ6UYbnfrtSx4AaABAg,UgyNJhhLZ6UYbnfrtSx4AaABAg.9j4ciVXW-kY9j4nccZleUk,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,Ugzt-riXfgJCcIhc8tV4AaABAg,Ugzt-riXfgJCcIhc8tV4AaABAg.9j4cY0AH8g79j4nd0zuw4Q,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ☑",Positif
0Yw9y1GPGBU,,Ugw7G4zYCGWpuseQ5Qh4AaABAg,Capres atau cawapres luar pulau jawa mana,Negatif
